X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X8	X9
sq2974	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	3	2	3	10	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2975	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	21	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2976	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	2	0	1	5	1	0	0	0	0	0	18	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sq2977	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	1	5	0	0	13	0	0	0	0	0	0	1	0	0	2	7	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2978	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	1	0	0	0	0	0	0	1	3	1	7	5	3	3	0	0	0	0	0	0	8	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
sq2979	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	4	0	0	0	0	0	0	0	0	8	1	3	0	0	0	0	0	0	0	0	0	3	2	0	0	0	9	0	2	1	0	0	0	0	0	0	0	0	4	1	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
sq2980	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	22	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	30	1	3	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
sq2984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1	6	0	5	22	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sq2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
sq2986	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	2	4	6	1	3	1	0	0	0	0	0	0	0	0	0	2	1	5	1	1	0	2	1	0	0	0	0	0	1	0	0	3	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
sq2987	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	1	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	0	0	0	8	0	3	0	9	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2989	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	2	1	7	0	1	2	0	0	0	0	0	2	2	0	0	3	0	3	0	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	0	0
sq2990	0	0	3	0	2	0	3	0	0	3	1	0	0	0	0	6	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	6	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6
sq2991	0	0	0	0	9	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	4	0	13	3	0	0	0	0	0	0	0	1
sq2992	0	0	0	0	0	0	0	0	2	8	0	1	2	0	0	0	0	0	0	0	0	3	0	2	0	0	5	1	0	0	0	0	0	0	1	0	0	0	2	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sq2993	0	0	0	0	0	0	0	0	0	1	3	3	0	1	0	0	1	0	0	0	0	1	2	1	0	6	0	0	0	0	2	0	0	0	0	0	0	1	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	6	4	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
sq2994	0	0	0	0	0	0	0	0	0	0	4	2	0	2	2	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	1	1	0	0	1	0	3	1	1	0	1	0	3	2	0	0	0	0	0	0	0	0	1	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sq2995	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	3	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	2	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2996	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	1	0	0	3	0	0	0	1	0	0	19	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2997	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	1	0	0	1	0	0	0	0	0	0	19	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2998	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2999	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	18	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3000	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	13	0	0	0	1	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3001	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
sq3002	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	1	0	0	0	0	0	1	0	0	10	0	3	0	0	2	0	0	0	0	0	0	0	1	0	3	0	2	0	5	0	0	1	0	0	0	0	1	0	7	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sq3003	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	6	0	0	0	0	0	0	0	2	8	1	5	0	0	0	0	0	0	0	0	1	1	0	1	4	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	0	6	0	0	4	11	0	1	1	0	0	0	0	0	1	0	3	0	2	7	0	0	0	0	0	0	0	0
sq3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	33	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
sq3007	2	0	0	0	0	0	0	0	0	2	1	1	5	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1
sq3008	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	2	0	0	2	0	0	0	0	1	0	19	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sq3009	1	0	0	0	0	0	0	0	0	3	0	1	2	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	6	2	0	0	1	0	0	0	0	0	0	0	0	1	16	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sq3010	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3011	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0
sq3012	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	0	0	0	0	0	1	0	0	0	10	1	2	1	0	0	0	0	0	0	0	0
sq3013	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	2	0	4	0	0	13	0	0	0	2	0	0	2	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
sq3014	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	4	0	0	0	0	0	0	0	1	6	1	3	1	0	0	0	0	0	0	0	0	0	0	0	7	0	6	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1
sq3015	0	0	0	0	0	0	0	1	0	4	5	1	2	2	1	0	0	0	0	0	0	0	2	2	3	2	1	1	0	0	0	0	0	2	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0
sq3016	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	4	0	0	0	0	0	0	0	4	8	2	3	0	1	1	0	0	0	0	0	5	1	1	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
sq3017	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	4	0	0	3	2	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	5	0	4	1	7	0	0	2	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	0	1	1
sq3018	0	0	0	0	0	0	0	0	0	2	6	0	0	1	1	0	1	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
sq3019	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	6	2	9	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	12	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3020	0	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0	1	0	0	4	0	0	0	0	2	0	2	3	1	0	1	1	0	0	0	0	0	0	0	0	11	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sq3021	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	3	0	0	0	0	0	0	2	0	0	13	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3022	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3023	0	0	0	0	0	0	0	0	0	0	2	1	0	6	0	0	3	0	0	0	0	0	2	0	1	7	0	1	0	0	1	0	1	0	0	0	0	0	1	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sq3024	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	0	1	0	2	0	0	6	0	0	0	1	0	2	9	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sq3025	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	21	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3026	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	20	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3027	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	1	0	1	0	2	1	0	0	0	4	0	0	8	0	0	7	0	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	1	1	0	1	0	2	0	1	0	0	3	0	0	0	0	0	0
sq3028	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	4	0	1	4	0	2	0	0	0	0	0	1	0	0	0	2	2	2	1	1	2	0	3	0	0	4	0	1	0	1	0	0	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3029	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	1	0	0	0	0	2	0	0	0	0	0	0	13	4	10	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
sq3030	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	1	0	0	0	0	0	0	5	0	7	0	4	2	0	0	0	1	0	0	0	1	0	3	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1
sq3031	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	3	3	0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	1	11	0	0	0	1	1	2	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3032	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	3	0	1	0	0	0	0	1	1	0	0	1	12	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
sq3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14
sq3034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	5	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
sq3035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	1	0	0	0	0	1	0	3	0	0	1	0	0	3	1	0	0	0	0	0	1	0	4	4	0	11	0	1	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3038	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3039	1	0	0	0	0	0	0	0	0	3	2	3	4	0	0	0	0	0	0	0	0	1	2	3	1	3	2	0	0	0	0	0	0	1	0	0	1	1	3	0	1	1	0	0	1	0	0	0	2	0	0	1	0	0	4	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
sq3040	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	2	0	0	0	5	1	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	11	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
sq3041	1	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	4	0	0	5	0	1	0	0	0	0	0	0	3	12	0	0	2	0	0	0	0	2	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0
sq3042	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	4	2	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
sq3043	0	0	0	0	0	1	0	0	0	0	4	4	0	3	2	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	3	0	3	0	3	0	1	3	0	0	0	0	0	0	0	0	5	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3044	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	1	12	0	7	1	0	0	0	0	0	0	0	0	3	0	0	1	0	6	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sq3045	0	0	0	0	0	0	0	0	0	3	0	1	4	1	2	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
sq3046	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	6	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3047	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	8	0	0	0	2	0	0	0	0	0	0	0	0	1	14	1	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sq3048	0	0	0	0	0	0	0	0	0	0	7	2	0	2	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	6	0	0	0	3	1	0	0	0	0	0	0	0	0	7	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
sq3049	0	0	0	0	0	0	0	0	0	0	5	4	0	3	2	0	3	0	0	0	0	0	4	0	1	5	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3050	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	5	2	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
sq3051	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	5	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	1	0	1	0	0	0	0	0	0	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sq3052	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	12	1	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3053	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	0	3	0	1	0	0	13	1	0	0	7	0	2	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3054	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	0	2	0	2	0	0	0	0	0	0	0	0	2	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3055	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	4	0	0	0	0	0	0	0	0	6	0	8	0	0	2	0	0	0	0	0	0	2	0	0	0	0	4	0	2	2	0	0	0	0	0	0	0	2	3	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
sq3056	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	1	3	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	18	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3057	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	1	0	1	6	0	5	0	1	2	0	0	0	2	0	0	2	1	0	0	0	4	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	3
sq3058	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	1	8	0	3	0	0	1	0	0	1	0	0	3	0	3	0	2	1	2	0	2	0	0	0	0	0	0	0	0	0	8	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sq3059	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	5	0	1	0	0	0	0	0	0	5	2	3	1	0	1	0	0	0	0	0	1	4	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	1	0
sq3060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	0	4	5	0	3	0	0	0	0	4	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	1	0	0	1	0	0	0	0	0	0
sq3061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	18	3	0	0	0	0	0	0	0	0	0	0	2	0	2	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
sq3063	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
sq3064	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
