Kingdom	Phylum	Class	Order	Family	Genus
sq3605	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
sq3606	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3607	Bacteria	PAUC34f	NA	NA	NA	NA
sq3608	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
sq3609	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq3610	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3611	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3612	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3613	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3614	Bacteria	PAUC34f	NA	NA	NA	NA
sq3615	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3616	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
sq3617	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq3618	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
sq3619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3620	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq3621	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
sq3622	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Paucibacter
sq3623	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
sq3624	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq3625	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3626	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NA
sq3627	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
sq3628	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
sq3629	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3630	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
sq3631	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Occidentia
sq3632	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq3633	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq3634	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq3635	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3636	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq3637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3638	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3639	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq3640	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq3641	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
sq3642	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq3643	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq3644	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	Candidatus_Lariskella
sq3645	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
sq3646	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA
sq3647	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
sq3648	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
sq3649	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
sq3650	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3651	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq3652	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq3653	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3654	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3655	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3656	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq3657	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3658	Bacteria	Chloroflexi	NA	NA	NA	NA
sq3659	Bacteria	PAUC34f	NA	NA	NA	NA
sq3660	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
sq3661	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq3662	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA
sq3663	Bacteria	Proteobacteria	NA	NA	NA	NA
sq3664	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq3665	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	NA
sq3666	Bacteria	Proteobacteria	NA	NA	NA	NA
sq3667	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq3668	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq3669	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3670	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq3671	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	NA
sq3672	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3673	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3674	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3675	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq3676	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3677	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3678	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3679	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3680	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq3681	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3682	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3683	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3684	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3685	Bacteria	Acidobacteria	Subgroup_9	NA	NA	NA
sq3686	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
sq3687	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	NA
sq3688	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3689	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
sq3690	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq3691	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
sq3692	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq3693	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq3694	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus
sq3695	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq3696	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3697	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3698	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
sq3699	Bacteria	Proteobacteria	NA	NA	NA	NA
sq3700	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3701	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq3702	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq3703	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq3704	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3705	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
sq3706	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
sq3707	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3708	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3709	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq3710	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq3711	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
sq3712	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3713	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3714	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq3715	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3716	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3717	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq3718	Bacteria	Proteobacteria	NA	NA	NA	NA
sq3719	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq3720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3721	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
sq3722	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
sq3723	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA
sq3724	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3725	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq3726	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq3727	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3728	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3729	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq3730	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq3731	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
sq3732	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq3733	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3734	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	MSB-1D1
sq3735	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
sq3736	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq3737	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3738	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3739	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3740	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq3741	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq3742	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq3743	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
sq3744	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3745	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3746	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq3747	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
sq3748	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
sq3749	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	NA
sq3750	Bacteria	PAUC34f	NA	NA	NA	NA
sq3751	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3752	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3753	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3754	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3755	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq3756	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA
sq3757	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
sq3758	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
sq3759	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola
sq3760	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq3761	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
sq3762	Bacteria	Acidobacteria	Subgroup_26	NA	NA	NA
sq3763	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq3764	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3765	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3766	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3767	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq3768	Bacteria	PAUC34f	NA	NA	NA	NA
sq3769	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
sq3770	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq3771	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq3772	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	053A03-B-DI-P58	NA
sq3773	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3774	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3775	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Fangia
sq3776	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	NA
sq3777	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella
sq3778	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3779	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3780	Bacteria	PAUC34f	NA	NA	NA	NA
sq3781	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3782	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
sq3783	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
sq3784	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq3785	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
sq3786	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq3787	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA
sq3788	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3789	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq3790	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq3791	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
sq3792	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3793	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
sq3794	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq3795	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3796	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3797	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3798	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3799	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq3800	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
sq3801	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3802	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3803	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3804	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3805	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq3806	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq3807	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia
sq3808	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq3809	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA
sq3810	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq3811	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq3812	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
sq3813	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3814	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
sq3815	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq3816	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3817	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
sq3818	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
sq3819	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq3820	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3821	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3822	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia
sq3823	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq3824	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA
sq3825	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3826	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq3827	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus
sq3828	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	NA
sq3829	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3830	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
sq3831	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq3832	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
sq3833	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq3834	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3835	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq3836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
sq3837	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
sq3838	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3839	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacterales_Incertae_Sedis	NA
sq3840	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Paraperlucidibaca
sq3841	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
sq3842	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3843	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq3844	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
sq3845	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3846	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq3847	Bacteria	Proteobacteria	NA	NA	NA	NA
sq3848	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3849	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq3850	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq3851	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3852	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3853	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3854	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Taeseokella
sq3855	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	NA
sq3856	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
sq3857	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
sq3858	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	NA	NA
sq3859	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Dethiosulfatarculus
sq3860	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3861	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3862	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
sq3863	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq3864	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
sq3865	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3866	Bacteria	PAUC34f	NA	NA	NA	NA
sq3867	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3868	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	NA
sq3869	Bacteria	Proteobacteria	NA	NA	NA	NA
sq3870	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
sq3871	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3872	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq3873	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
sq3874	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
sq3875	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix
sq3876	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter
sq3877	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA
sq3878	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq3879	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq3880	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
sq3881	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter
sq3882	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
sq3883	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3884	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq3885	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
sq3886	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
sq3887	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq3888	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq3889	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA
sq3890	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq3891	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3892	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq3893	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3894	Bacteria	Proteobacteria	Gammaproteobacteria	pItb-vmat-80	NA	NA
sq3895	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3896	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
