X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X7	X8	X9
sq2047	0	0	0	0	2	0	1	0	2	0	3	1	0	0	0	4	5	2	8	2	5	0	0	0	0	0	0	14	2	5	1	7	0	4	0	0	0	0	0	2	10	1	17	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2048	0	0	0	0	0	1	0	3	0	9	0	0	1	0	0	0	0	17	1	16	0	12	1	0	1	0	0	0	1	0	6	0	5	0	0	0	0	0	1	0	1	2	2	4	3	0	5	0	5	0	2	1	0	1	0	0	0	0	0	1
sq2049	0	0	0	0	0	0	10	0	0	0	0	6	0	0	0	0	7	0	8	0	2	0	0	0	0	0	0	25	0	5	0	0	0	7	0	0	0	0	0	0	10	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq2050	7	0	0	0	1	14	1	13	0	6	0	3	1	0	0	0	1	10	0	3	0	0	6	0	2	0	0	0	1	1	4	0	0	2	0	1	0	0	2	4	0	3	0	1	5	0	1	0	0	0	0	0	0	5	0	2	0	1	0	0
sq2051	5	0	0	0	0	7	0	2	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	43	0	0	0	0	1	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0
sq2052	4	0	0	0	1	5	0	6	0	3	0	0	0	0	0	0	1	19	0	4	0	2	9	0	0	0	0	1	10	0	12	0	5	0	0	2	0	0	0	10	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2053	1	0	0	0	5	0	7	0	3	0	0	2	0	0	0	2	14	6	8	1	0	0	0	0	0	0	0	1	4	20	1	1	0	4	1	3	4	0	0	1	1	5	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
sq2054	0	0	0	0	0	8	0	9	0	2	0	1	0	0	0	1	2	27	0	2	0	1	7	0	0	0	0	0	1	5	22	0	0	0	0	0	0	0	0	1	0	7	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
sq2055	0	0	0	0	0	0	13	0	3	0	3	0	0	0	0	0	7	0	21	0	4	0	0	0	0	0	0	3	0	16	0	9	0	3	1	0	0	0	0	0	2	1	0	6	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0
sq2056	0	0	0	0	0	0	6	3	0	3	1	0	0	0	0	1	5	3	14	5	2	1	0	1	0	0	0	2	0	0	1	7	4	0	0	0	0	0	0	1	1	2	4	4	0	7	10	1	8	0	1	0	0	0	0	3	0	0	0	0
sq2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	0	19	11	0	0	0	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2058	10	0	0	0	1	14	0	2	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	1	0	0	0	10	0	1	0	0	0	2	1	1	0	0	44	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
sq2059	8	0	0	0	0	9	0	5	0	1	0	0	0	0	0	0	0	7	0	1	0	1	8	0	1	0	0	0	17	0	5	0	1	0	0	5	0	0	2	17	0	4	0	1	0	0	1	1	1	0	1	3	0	0	0	0	0	0	0	0
sq2060	2	0	0	0	0	6	0	13	0	11	1	0	0	0	0	0	0	10	0	5	0	4	9	0	2	0	0	0	3	0	2	0	6	1	0	2	0	0	1	0	0	1	0	2	10	0	3	0	0	0	0	2	1	3	0	0	0	0	0	0
sq2061	1	0	0	0	0	2	1	15	0	2	0	0	0	0	0	0	0	20	0	5	0	1	6	0	1	0	0	0	5	1	8	0	2	0	0	4	0	0	0	8	0	4	0	4	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
sq2062	0	2	1	0	0	0	2	6	0	9	1	0	1	0	0	0	0	9	0	7	0	4	2	0	2	0	0	1	1	0	5	1	13	0	0	3	0	0	0	0	0	2	1	1	4	0	12	2	1	0	0	4	0	2	0	0	0	0	0	1
sq2063	0	0	0	0	4	2	3	0	0	3	0	0	0	0	0	11	15	0	3	2	0	0	1	0	0	0	0	3	10	9	1	3	0	1	0	0	1	0	0	10	2	4	0	10	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sq2064	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
sq2065	0	0	0	0	0	0	8	0	6	0	7	4	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	2	8	0	11	0	9	7	0	0	0	0	0	0	0	4	0	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0
sq2066	0	0	0	0	0	0	2	1	0	2	0	3	0	0	0	10	3	8	10	1	0	0	3	0	0	0	0	0	10	13	2	3	1	1	0	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2067	10	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	2	2	1	3	0	0	0	13	0	2	0	0	0	0	8	1	0	6	32	0	0	0	0	1	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0
sq2068	9	0	0	0	0	17	0	11	0	2	0	0	0	0	0	0	0	8	0	6	0	1	2	0	2	0	0	0	6	0	4	0	0	0	0	2	0	0	2	17	0	3	1	2	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
sq2069	7	0	0	0	1	10	0	8	0	0	0	1	0	0	0	0	0	19	0	12	0	0	3	0	0	0	0	2	3	0	13	0	1	0	0	0	0	0	0	1	0	6	0	2	7	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
sq2070	5	0	0	0	2	8	5	6	0	3	0	1	0	0	0	1	2	14	0	1	0	0	2	1	3	0	0	0	6	0	1	0	0	0	1	7	0	1	10	3	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
sq2071	2	2	2	0	0	1	0	9	0	18	0	0	5	1	0	0	0	5	0	4	0	4	0	3	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	2	2	0	5	2	2	0	3	5	0	0	0	0	0	4	0	5
sq2072	2	0	0	0	0	1	0	7	0	3	0	0	0	0	0	1	0	21	0	10	0	4	6	0	0	0	0	0	5	0	15	0	1	0	0	1	0	0	0	3	0	11	0	4	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
sq2073	1	0	0	0	0	7	0	12	1	10	0	0	0	0	0	0	0	7	0	5	0	10	8	0	0	0	1	0	1	0	6	0	4	0	0	1	1	0	0	1	0	0	0	8	8	0	3	0	1	0	0	1	0	2	0	0	0	0	0	0
sq2074	0	3	9	0	0	0	1	1	0	2	0	0	4	3	5	0	0	0	0	0	0	0	0	4	13	2	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	8	0	9	6	0	4	0	0	0	3	1	9
sq2075	0	0	0	0	10	1	11	0	0	1	0	2	0	0	0	4	21	1	17	3	2	2	0	0	0	0	0	1	1	4	5	3	1	0	0	0	0	0	0	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq2076	0	0	0	0	4	0	3	0	3	0	1	2	0	0	0	5	18	0	20	0	1	0	0	0	0	0	0	3	0	6	0	1	0	12	1	0	0	0	0	4	1	1	3	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
sq2077	0	0	0	0	2	0	6	0	1	0	0	5	0	0	0	5	5	0	4	0	1	0	0	0	0	0	0	26	0	2	0	0	0	1	0	0	0	1	0	0	6	1	6	1	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0
sq2078	0	0	0	0	2	1	8	3	1	0	1	1	0	0	0	2	7	2	11	1	4	0	1	0	0	0	0	3	2	28	0	4	0	7	0	0	0	0	0	0	0	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2079	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	7	4	0	2	0	1	0	0	0	0	0	0	45	2	2	0	0	0	2	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
sq2080	0	0	0	0	1	0	3	1	1	0	0	2	0	0	0	0	5	2	5	0	0	0	2	0	0	0	0	33	0	9	0	3	1	6	0	0	0	0	0	3	3	3	14	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sq2081	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	50	2	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2082	5	0	0	0	1	16	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	1	1	0	6	0	0	1	10	0	3	0	0	0	0	5	0	0	2	35	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
sq2083	2	0	0	0	0	9	1	15	0	13	1	1	0	0	0	0	0	10	1	3	0	3	5	0	1	0	1	0	3	0	7	0	5	0	0	1	0	0	4	1	0	3	0	3	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
sq2084	2	0	0	0	0	9	0	4	0	0	0	0	0	0	0	1	0	5	0	4	0	1	2	0	2	0	0	0	19	0	3	0	0	0	1	8	1	0	1	21	0	1	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
sq2085	1	0	0	0	7	1	6	3	1	1	0	4	0	0	0	4	6	2	15	2	1	1	2	0	0	0	0	2	5	4	6	1	2	3	0	0	0	0	0	8	0	4	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq2086	1	0	0	0	0	11	0	7	0	10	0	0	0	0	0	0	0	10	3	3	0	8	4	0	1	0	0	0	1	0	6	0	7	0	0	1	0	0	0	1	0	3	0	5	6	0	4	0	0	0	0	3	0	2	0	0	0	1	0	0
sq2087	1	0	0	0	1	5	0	4	0	2	0	0	0	0	0	1	4	14	0	7	0	3	4	0	1	0	0	0	10	1	12	0	2	0	0	5	0	1	4	7	0	3	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq2088	0	7	3	21	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	3	0	28	0	0	0	0	0	0	0	0	1	0	2	4	2	0	0	0	0	0	0	2	0	3	0	13	2	0	0	0	0	0	0	0	0	0
sq2089	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	7	0	25	1	1	4	1	0	4	0	2	3	0	4	4	3	0	1	0	0	0	0	0	0	1	3	0	3	0	0	0	0	2	0	0	9	0
sq2090	0	1	8	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	10	4	15	0	0	0	0	0	0	0	2	5	0	0	20	0	0	0	0	0	0	0	1	0	2	0	2	0	0	19	0	0	0	1	0	1
sq2091	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	2	0	0	0	0	0	0	33	2	1	0	1	0	2	0	0	0	0	0	7	1	0	3	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
sq2092	0	0	0	0	1	3	1	4	1	1	0	0	0	0	0	0	4	2	5	2	0	1	3	1	1	8	2	9	3	1	9	0	0	6	0	0	0	1	13	0	5	2	4	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0
sq2093	0	0	0	0	1	0	3	2	0	3	7	0	1	0	2	0	6	4	17	1	4	3	0	0	0	0	0	0	0	1	0	18	2	0	0	1	0	0	0	1	0	1	0	5	2	0	9	0	0	0	0	2	0	0	0	1	0	0	1	0
sq2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
sq2095	8	0	0	0	0	22	0	9	0	5	0	0	0	0	0	0	0	11	0	5	0	0	11	0	0	0	0	0	5	0	3	0	0	0	0	1	0	0	1	6	0	2	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq2096	4	0	1	0	1	0	0	6	1	7	0	0	0	0	2	1	2	13	0	3	0	3	6	0	3	0	0	0	3	0	4	1	0	0	0	2	3	0	11	8	0	0	0	0	4	0	3	0	1	0	1	0	0	3	0	0	0	0	0	0
sq2097	1	1	0	0	2	3	2	5	0	3	1	0	0	3	0	0	1	2	0	2	0	4	4	0	7	2	0	0	3	1	3	0	4	0	1	4	1	0	3	0	0	0	0	1	5	0	8	0	6	0	1	4	0	2	0	0	0	5	0	2
sq2098	1	0	0	0	0	5	1	8	0	15	0	0	0	0	0	1	0	7	0	3	1	8	4	0	0	0	0	0	5	0	9	0	9	0	0	0	0	0	0	2	0	4	0	0	8	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2099	0	14	0	5	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	0	1	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	8	1	11	3	1	0	0	0	0	27	1	0	0	2	0
sq2100	0	1	0	0	0	0	5	0	0	0	1	0	0	1	0	1	2	0	4	0	6	0	0	0	0	1	0	11	0	2	0	12	0	0	0	0	0	0	0	0	10	0	20	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sq2101	0	0	0	0	5	0	1	1	2	1	1	6	0	0	0	1	3	1	4	0	4	5	0	13	4	0	1	2	2	0	0	4	1	3	8	2	8	1	2	1	0	1	0	0	1	0	1	0	0	0	0	1	0	5	0	1	0	0	0	0
sq2102	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
sq2103	0	0	0	0	1	0	3	0	5	0	13	1	0	0	0	0	1	0	6	0	3	0	0	0	0	0	0	3	0	7	0	28	0	1	2	0	0	0	0	0	4	0	4	1	0	7	0	0	0	0	0	0	0	0	0	6	0	0	1	0
sq2104	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	4	8	0	3	0	1	0	0	0	0	0	0	24	0	1	0	3	0	1	0	0	0	0	0	0	6	0	19	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0
sq2105	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	61	0	0	3	0	0	0	0	0	0	0	0	10	6	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2106	9	0	0	0	3	18	1	8	0	5	0	1	0	0	0	0	0	8	0	2	0	1	14	0	1	0	0	0	4	0	3	0	0	0	0	3	0	0	1	2	0	4	0	1	2	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0
sq2107	4	0	0	0	0	4	0	5	0	11	0	0	0	0	0	0	0	9	0	2	0	7	7	0	2	0	0	0	3	0	3	1	1	0	0	3	0	0	0	0	0	1	0	1	2	0	4	0	0	0	0	11	5	10	0	0	0	0	0	0
sq2108	0	0	10	1	0	1	0	6	1	3	0	0	2	2	0	0	0	4	0	1	0	0	2	0	4	1	10	0	1	0	0	0	2	0	0	4	0	0	14	0	0	0	0	0	1	0	1	0	3	1	2	2	0	7	8	0	0	2	0	0
sq2109	0	0	0	0	18	0	18	0	2	0	4	3	0	0	0	0	2	0	5	0	1	0	1	4	0	0	0	5	1	4	0	0	0	7	3	0	2	4	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
sq2110	0	0	0	0	1	0	5	0	0	0	0	1	0	0	1	3	8	0	0	0	2	0	0	0	2	0	0	3	2	1	0	2	0	2	0	0	0	0	0	1	3	0	8	4	0	11	2	2	2	0	1	0	0	0	28	1	0	0	0	0
sq2111	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	33	2	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
sq2112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	2	0	0	0	14	0	1	1	0	0	1	0	0	3	1	12	1	0	42	5	0	2	0	0	0	0	0	0	4	0	0	0	0
sq2113	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	3	19	0	1	0	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2114	4	0	0	0	0	12	1	4	0	5	0	1	0	0	0	2	2	14	0	3	0	0	8	1	2	0	0	0	10	0	2	0	0	0	0	7	0	0	0	9	0	0	0	0	2	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0
sq2115	3	0	0	0	0	9	1	5	0	2	0	3	0	0	0	0	0	3	0	1	0	0	5	0	0	0	0	0	23	0	0	0	1	0	1	0	0	0	0	35	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq2116	2	0	0	0	0	8	2	15	0	10	0	0	0	0	0	0	0	5	0	2	0	6	9	0	0	0	0	0	8	0	2	0	3	1	0	3	0	0	0	0	0	2	0	2	6	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0
sq2117	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	17	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
sq2118	1	0	0	0	1	5	5	6	1	1	0	0	0	0	0	1	8	10	4	6	1	2	4	0	1	0	0	11	2	1	4	0	2	2	0	0	0	0	2	7	0	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2119	0	14	0	16	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	12	0	4	0	0	0	1	0	0	1	0	5	5	0	0	0	0	1	0	0	5	0	4	1	2	2	0	0	0	0	0	0	0	0	0
sq2120	0	2	6	1	0	0	1	0	2	0	9	1	0	1	0	0	0	0	1	0	0	0	2	25	2	2	0	0	0	0	0	0	0	1	1	0	10	0	10	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	4	10	0
sq2121	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	32	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
sq2122	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
sq2123	0	0	0	0	1	0	2	4	0	1	0	0	0	0	0	0	2	37	4	8	0	0	0	0	0	0	0	0	4	2	9	0	2	0	0	0	0	0	0	1	0	10	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq2124	0	0	0	0	0	0	0	9	2	2	0	0	0	0	0	0	1	30	1	6	1	7	0	0	0	0	0	0	6	0	10	1	1	0	0	2	0	0	0	1	1	1	1	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	25	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0
sq2126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0
sq2127	6	0	0	0	0	9	0	14	0	11	0	0	0	0	0	0	0	4	1	6	0	8	7	0	2	0	0	0	2	0	2	0	7	0	0	0	0	0	1	1	0	2	0	1	5	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0
sq2128	2	0	0	0	2	1	2	0	0	1	0	4	0	0	0	1	19	1	12	0	1	1	0	0	0	0	0	5	5	7	1	0	2	2	0	0	0	0	0	2	0	1	3	2	1	0	3	0	0	0	0	0	0	0	13	0	0	0	0	0
sq2129	1	0	1	1	1	8	2	3	0	4	0	1	6	0	6	0	0	2	0	2	0	6	3	0	4	0	2	0	1	0	5	0	2	0	0	3	0	0	2	0	0	1	0	0	2	0	11	0	0	0	1	1	0	3	0	4	0	2	0	3
sq2130	1	0	0	0	0	7	1	6	0	7	0	0	1	0	0	0	0	14	0	4	0	11	4	0	1	0	0	0	2	0	6	0	2	0	0	2	0	0	0	1	0	5	0	3	8	0	6	0	0	0	0	0	1	1	0	0	0	0	0	0
sq2131	0	5	14	22	0	0	0	0	0	0	0	0	0	4	1	2	2	0	0	0	2	0	0	4	0	10	1	6	0	1	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	0	2	1	6	0	0	0	0	0	0	0	0	0	0
sq2132	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	35	6	4	0	0	0	0	0	0	7	0	5	1	10	0	0	0	1	0	0	0	0	0	1	0	4	0	0	3	0	0	0	2	0	0
sq2133	0	0	1	1	2	0	0	0	0	0	0	8	0	1	0	2	5	3	11	1	0	1	0	4	0	1	0	4	3	0	0	3	0	2	5	0	1	5	3	1	1	0	5	0	0	0	0	0	2	0	0	0	0	2	14	2	0	0	0	0
sq2134	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	4	0	0	0	0	0	1	5	0	8	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0
sq2135	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	15	0	4	0	0	0	0	0	0	4	0	14	0	4	0	1	0	0	0	0	0	2	6	2	16	6	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0
sq2136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	2	0	0	0	0	0	0
sq2137	9	0	0	0	2	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	2	0	0	0	5	0	0	1	46	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0
sq2138	7	0	0	0	0	3	0	9	0	6	0	0	0	0	0	0	0	11	1	6	0	6	9	1	0	0	1	0	1	0	6	0	5	0	1	0	0	0	0	1	0	0	0	1	7	0	2	0	0	0	0	4	1	4	0	0	0	0	0	0
sq2139	4	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	20	0	1	0	0	0	0	3	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
sq2140	4	0	0	0	0	5	0	1	0	0	0	0	0	0	0	10	2	4	0	1	0	0	2	0	1	0	0	0	19	4	1	0	0	1	0	0	0	0	1	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2141	3	0	0	0	0	5	0	12	0	12	0	0	0	0	0	0	0	7	0	2	0	5	5	0	0	0	0	0	7	0	7	0	6	0	0	1	0	0	1	0	0	1	0	3	5	0	4	0	0	0	0	3	0	2	0	1	0	1	0	0
sq2142	0	4	6	2	0	0	0	4	0	8	0	0	5	3	1	0	0	8	1	5	0	3	2	0	1	2	1	0	0	0	0	0	4	0	0	1	0	1	3	0	0	2	0	0	2	0	6	1	9	0	3	1	0	0	0	0	0	1	0	3
sq2143	0	0	27	2	0	0	0	0	0	0	6	0	3	0	9	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	5	0	0	0	0	0	19	3	5
sq2144	0	0	0	0	8	0	10	0	2	0	1	4	0	0	0	0	6	0	13	0	3	0	0	0	0	0	0	2	0	7	0	14	0	5	0	0	0	0	0	0	0	5	1	4	0	1	1	0	0	0	0	0	0	0	0	6	0	0	0	0
sq2145	0	0	0	0	5	0	4	1	2	0	1	5	0	0	0	2	12	0	13	2	2	0	1	0	0	0	0	5	4	14	0	1	0	2	1	0	0	0	0	3	0	4	1	5	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
sq2146	0	0	0	0	3	0	5	0	2	0	0	2	0	0	0	6	11	0	12	0	4	0	0	0	0	0	0	2	0	14	0	8	0	2	1	0	0	0	0	1	4	2	2	8	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
sq2147	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	28	2	2	0	0	0	2	0	0	2	1	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
sq2148	10	0	0	0	2	13	0	0	0	0	0	2	0	0	0	2	1	2	0	0	0	1	3	1	2	1	0	0	10	0	0	0	1	0	4	6	0	0	6	10	0	1	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0
sq2149	10	0	0	1	3	1	7	0	0	0	0	17	0	0	0	11	11	1	9	6	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1
sq2150	7	0	0	0	1	8	0	0	0	1	0	1	0	0	0	6	0	5	0	0	0	0	2	1	0	0	0	0	11	0	2	0	1	1	0	2	0	0	0	39	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
sq2151	6	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	53	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sq2152	4	0	0	0	2	5	1	6	0	3	0	0	0	0	0	0	1	10	0	5	0	3	5	0	0	0	0	0	11	0	11	0	1	0	0	7	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
sq2153	4	0	0	0	1	2	0	0	0	2	0	4	0	0	0	9	1	1	0	4	0	0	2	1	0	2	0	1	15	0	1	0	1	0	1	5	0	0	0	33	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq2154	1	0	0	0	5	0	0	0	0	0	0	9	0	0	0	35	0	0	0	0	0	0	1	0	0	0	0	27	2	0	0	0	0	0	0	0	2	0	0	6	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq2155	0	5	9	41	0	0	2	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0
sq2156	0	0	0	0	8	0	4	0	0	0	0	2	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	14	1	0	0	0	0	1	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
